Gene ID	Gene Name	g1.WithInSampleAbundance	g7.WithInSampleAbundance	g6.WithInSampleAbundance	g10.WithInSampleAbundance	g5.WithInSampleAbundance	g3.WithInSampleAbundance	g8.WithInSampleAbundance	g9.WithInSampleAbundance	g2.WithInSampleAbundance	g4.WithInSampleAbundance
RSRC2		0	0	0	0	0	0	200	137	0	0
RSU1		20308	35400	28173	65829	32752	24740	20333	27314	37624	46324
RTCA		7170	6306	7898	5487	6056	6478	11975	12497	6629	28196
RTCB		14901	18734	17661	13551	18918	15377	32849	20562	18213	158245
RTF2		83	0	216	0	315	54	703	1921	0	354
RTKN		2118	77	2533	789	1994	2158	2653	2322	2676	1126
RTN1		3150	1622	3395	2282	2921	2338	839	1189	308	761
RTN2		0	0	0	0	0	529	743	339	0	0
RTN3		8014	1541	2223	5463	1347	3903	100675	11960	1231	2730
RTN4		57538	63624	49593	108565	59269	57857	47920	72231	62546	76626
RTN4IP1		3144	934	2814	3318	4525	3299	3557	2095	1224	2966
RTRAF		13660	17926	22297	11328	15297	20730	20583	18185	26553	27012
RUFY1		3553	2849	3607	1758	3382	2760	2058	2447	3635	1943
RUFY2		64	147	384	0	0	363	583	406	0	300
RUFY3		894	844	1316	724	890	1629	1568	709	1163	1149
RUNDC1		0	617	394	0	0	167	957	476	281	666
RUNX1		1220	411	1065	0	1096	1214	950	624	0	694
RUSC1		88	0	56	0	197	536	190	226	0	0
RUSF1		1468	1396	1832	0	1737	2250	2812	7595	939	7393
RUVBL1		11966	11275	11915	9263	10082	15709	9664	12494	13675	8657
RUVBL2		26291	26578	31352	14082	23444	23679	17962	27192	30338	29362
RWDD1		0	0	292	0	0	0	413	957	0	375
RWDD4		0	1102	1789	782	0	3233	1098	2428	0	5056
RXRA		0	0	0	0	0	0	0	318	0	386
RXRB		192	117	298	0	547	0	107	357	0	640
RYR2		72	1539	0	0	0	0	0	1872	0	3708
S100A1		4390	16664	3232	41868	12050	521	0	8870	0	4151
S100A10		141634	409534	244279	899226	470613	239855	126781	311175	220239	503552
S100A11		381442	411980	494930	211077	438109	350919	263136	143879	299488	418558
S100A13		21892	87930	54698	45479	40458	37708	65254	47226	30752	71171
S100A14		17331	28749	49873	64682	19524	58093	31990	43697	25874	28300
S100A16		11664	42037	51641	38499	19414	45171	23364	35147	23902	55223
S100A4		221905	203426	222813	358784	347820	200353	101095	168860	178074	401621
S100A6		640181	913860	819809	1636154	1536669	455426	3300623	828569	545615	689822
S100A7		1829	0	564	8889	0	3697	416	6395	0	16042
S100A8		448573	215928	130607	94564	209969	264777	82959	135165	239483	103727
S100A9		143350	82824	37692	61891	148704	97065	31464	122576	105923	119331
S100B		4305	3704	5687	23228	9223	891	0	1094	4309	0
S100P		8106	13150	20695	189675	0	13821	0	19124	0	49706
SAA1		1960	3843	1829	3001	4166	4745	0	534	0	0
SAA4		33663	58633	49081	115179	50031	75308	30397	21357	64643	26638
SAAL1		681	0	262	0	0	0	268	606	0	766
SAC3D1		0	0	0	0	0	0	0	0	0	1651
SACM1L		6554	5540	7318	9373	9710	9030	4809	7800	5861	4825
SAE1		15225	10916	14120	10459	15688	12576	14196	15178	15501	12945
SAFB		3491	565	1867	1701	971	2211	1529	1857	1003	2605
SAFB2		1011	94	704	140	416	931	518	932	0	749
SAMD1		1610	1106	1478	0	455	1400	781	1499	2026	1528
SAMD4B		142	101	607	0	240	210	1951	693	0	718
SAMD9		303	0	93	0	94	101	227	117	0	352
SAMD9L		143	0	42	0	0	38	22	67	0	122
SAMHD1		66735	25008	17850	23021	43450	37014	15279	17090	49202	26231
SAMM50		17718	17072	13815	15224	14583	16063	19350	17576	8659	12958
SAP18		58546	48325	61746	26643	62883	56922	73447	46003	84000	42830
SAP30BP		3851	1137	2591	1812	2570	6288	5687	3472	4002	1976
SAR1A		31654	33371	23369	39692	22934	25438	23171	29324	21935	25872
SAR1B		5249	24290	8409	7615	9241	14774	8344	12830	2721	45110
SARAF		0	0	0	0	0	720	0	653	0	0
SARDH		763	821	1202	0	867	517	2197	1020	0	0
SARG		0	0	1288	3364	547	0	0	0	579	1050
SARM1		184	0	267	0	905	0	0	188	844	606
SARNP		25592	26365	32796	14848	28530	17694	20172	30683	30350	32126
SARS1		18946	19600	18858	10372	15758	17958	24812	26131	19569	14831
SARS2		4491	4233	3457	4245	4160	2639	3980	3988	3533	4083
SART1		1238	521	784	379	621	1627	695	1018	1007	887
SART3		3828	3693	4173	2176	3676	3900	3427	2665	6077	2417
SASH3		8704	0	1263	649	1674	3929	4722	1166	0	984
SATB1		0	0	0	0	0	0	0	107	0	0
SBDS		10599	13321	12967	14210	14334	15215	25023	9998	13333	8574
SBF1		423	246	282	287	777	326	315	296	398	342
SBF2		83	0	256	90	121	108	285	115	165	147
SBSN		0	0	0	0	0	0	0	320	0	3145
SBSPON		0	4817	2665	0	6733	1206	0	537	7451	0
SCAF4		517	0	241	668	0	892	0	224	0	419
SCAMP1		2842	3185	4808	1273	3861	3678	5116	4267	1686	4736
SCAMP2		26778	28134	30374	22114	32056	37156	37710	37432	19213	30851
SCAMP3		12969	9404	12057	6615	6726	10814	22299	5555	8622	6684
SCAMP4		16786	11838	27785	13829	23565	24062	22104	37522	14311	9742
SCARB1		788	0	0	1115	0	0	3657	2951	0	1416
SCARB2		15693	27820	23423	26705	22627	20108	46464	24629	34194	36268
SCCPDH		19952	43292	50564	27166	24716	29654	84784	42718	18486	42114
SCD		1416	0	1510	0	0	3821	1890	1876	0	2471
SCEL		0	0	0	1959	0	0	0	428	0	0
SCFD1		4727	8670	9198	8087	4480	5176	4904	7752	8652	6786
SCFD2		4931	4539	4659	899	5499	3329	4366	1526	686	1361
SCGB1D2		0	111945	84165	3415	32080	748	0	0	0	2156
SCIN		1050	537	97	1090	0	226	1760	742	13430	5834
SCLY		4759	7982	6822	5071	9433	4744	4399	7037	2778	6388
SCO1		12029	6517	6395	8726	9998	9921	8833	11919	0	4052
SCO2		0	4111	0	0	0	0	3867	632	0	3892
SCP2		30546	22911	27654	8757	12358	17614	222626	47625	14852	32443
SCPEP1		8791	12625	15640	3761	9505	10978	6151	13730	10531	11675
SCRIB		2778	2373	2446	2399	3188	2158	1820	3874	3436	2850
SCRN1		25967	26185	16964	15824	20808	36783	25998	17633	14624	28156
SCRN2		3349	7014	7402	16092	4378	5105	5668	3990	6951	5340
SCRN3		0	0	0	258	1381	1312	2343	2043	0	0
SCUBE1		0	0	0	0	0	0	1008	202	0	0
SCUBE2		0	563	12186	0	893	0	19426	1201	2176	528
SCUBE3		0	0	0	0	0	0	0	0	0	0
SCYL1		5125	4056	6011	1797	2667	8448	4981	3515	4772	3264
SCYL2		336	611	632	217	372	501	787	1319	478	809
SCYL3		423	375	480	0	196	622	867	673	630	417
SDC1		3613	11678	9721	8333	3573	3764	5912	9310	1494	38561
SDCBP		8787	6643	7527	4321	10624	9653	7212	7117	9698	8490
SDF2		1080	0	402	0	1521	1288	3171	369	0	1858
SDF2L1		10417	4218	6923	4182	6561	14506	7841	8394	8691	4421
SDF4		3467	4732	3596	2755	3568	6785	2328	1537	3409	5316
SDHA		21751	12717	9606	13677	18470	14357	24952	18795	16552	15266
SDHB		40327	30140	27957	32376	34938	29018	56913	37009	29245	22084
SDHC		0	1780	0	0	0	0	13128	1250	0	9544
SDR16C5		170	2502	1720	0	0	8107	1267	7529	0	0
SDR39U1		1717	0	5438	422	5525	2703	8299	7681	1258	3604
SDSL		5662	6394	13154	1214	13289	5956	6022	7100	5832	6292
SEC11A		25459	20922	24425	28895	22675	32423	20254	24242	39487	24610
SEC11C		39341	3706	10724	4108	15412	47262	1495	13100	0	7220
SEC13		20040	13492	23533	12608	19262	24902	21867	14851	23726	9454
SEC14L2		1568	14069	13224	1930	10324	6806	7408	23711	13379	3894
SEC16A		2780	4966	4550	1226	2406	4814	2410	5460	3087	4029
SEC22A		777	0	1434	0	636	972	0	1066	0	1069
SEC22B		29044	43312	61150	29388	42596	47644	52242	49214	90495	30077
SEC23A		8989	9997	11403	7739	12688	9456	4549	4554	11674	14570
SEC23B		8487	7050	8506	1653	4361	10783	10729	18197	3669	8661
SEC23IP		3360	3914	3701	1886	3194	4768	3636	3777	3149	3662
SEC24A		4909	3436	4961	2506	3868	5904	4684	4473	4506	4058
SEC24B		1265	1198	1900	824	1275	1747	1688	1879	1272	1135
SEC24C		14682	10875	11938	4488	11780	17447	14278	14413	11905	11220
SEC24D		6892	10239	16613	2217	8539	11507	10118	11219	14232	19015
SEC31A		13703	13911	18641	11107	12395	18947	17945	13109	17159	16665
SEC61A1		12925	9030	10833	10258	6966	10515	7916	10002	13131	45353
SEC61B		106404	77395	92513	63796	73639	104014	49781	70821	112415	105391
SEC61G		29910	11422	80634	28180	67279	47295	53730	82866	48140	93922
SEC62		2465	0	0	1806	0	2126	2879	1381	0	1819
SEC63		1971	463	1220	1860	820	1683	1321	1543	483	2026
SEH1L		5676	3354	4529	3232	3504	4475	3689	4631	5190	3177
SEL1L		2289	2012	2519	885	2518	4159	3008	3097	2295	1084
SELENBP1		45576	103824	116986	168111	57639	41028	78297	90251	81182	122560
SELENOF		4221	1666	5269	0	2541	4927	5752	1885	1238	1568
SELENOH		21287	19254	26708	9828	24217	14861	10272	16072	26434	17893
SELENOM		1831	15790	4679	3317	12009	2034	2548	10270	0	23250
SELENOO		1184	435	792	641	1026	1374	1324	1458	0	560
SELENOP		0	223	939	1449	1853	1411	281	0	2704	0
SELENOS		2418	0	0	0	1781	2029	1371	1720	0	0
SELENOT		8240	5829	6280	8473	5519	3335	5198	6758	5789	4115
SELL		2336	2603	2364	2258	2722	2837	636	660	7839	359
SEMA3B		0	0	0	0	0	0	0	570	0	0
SEMA3C		0	0	278	0	210	866	46	1038	0	148
SEMA3G		0	0	0	0	0	0	0	112	0	0
SEMA4B		308	1121	1401	0	856	761	2376	800	1076	291
SEMA4D		1376	0	0	0	0	0	0	0	0	0
SENP3		831	490	842	0	723	552	684	902	548	728
SEPHS1		9083	9209	8641	3656	7221	5742	12280	7144	6564	15944
SEPHS2		3519	11512	14912	7718	14100	6714	30819	17546	11611	6103
SEPSECS		0	0	0	0	0	0	1160	697	0	0
SEPTIN1		7843	1099	1162	1331	7409	8004	821	2427	2693	856
SEPTIN10		2359	6233	5055	4910	4326	3213	4542	6643	5647	3552
SEPTIN11		15701	34500	23667	33971	27571	23181	9121	17244	19876	58924
SEPTIN2		38390	64772	52190	48206	56516	46041	29921	34667	56393	65025
SEPTIN3		0	0	0	0	0	0	0	0	0	1668
SEPTIN5		225	3376	4827	1632	8696	3516	4005	3931	4032	3895
SEPTIN6		5837	1384	2221	6986	2990	3558	1678	989	2217	1355
SEPTIN7		14872	19944	18918	16929	12561	12025	19951	18313	15185	34905
SEPTIN8		6879	7049	9613	3846	9275	7774	4049	3034	5741	7579
SEPTIN9		19239	25613	16849	14358	19329	16388	12613	17692	25630	20047
SERBP1		8337	8341	7108	3222	7705	5390	8288	9563	6008	7691
SERINC1		0	0	0	0	1896	0	4802	1075	0	0
SERPINA1		184326	710126	562199	1284640	871668	617419	753725	157539	961393	203756
SERPINA10		145	563	507	829	766	831	375	129	1078	429
SERPINA11		0	0	26202	0	0	12103	23499	0	27463	0
SERPINA3		155881	370579	616981	290548	504133	409760	162735	130255	765905	163040
SERPINA4		2652	19251	10979	21088	11486	8181	8863	4134	27318	10095
SERPINA5		3337	7309	7115	6061	5003	4527	4837	3410	12164	1979
SERPINA6		9321	26127	24735	55023	26485	27348	13272	11702	43686	14836
SERPINA7		1778	5027	6570	5318	4285	5703	4967	1990	28098	3348
SERPINB1		43292	33449	41629	17358	27826	24243	72510	38287	24069	29357
SERPINB12		0	0	0	319	1018	0	263	0	0	2460
SERPINB2		0	0	0	14080	0	0	0	535	1046	0
SERPINB3		0	0	0	4566	0	0	0	3794	0	1482
SERPINB4		0	0	0	0	0	0	0	10678	0	0
SERPINB5		8503	4541	9332	75589	14470	0	4841	6888	11416	0
SERPINB6		49666	94422	88843	76049	51655	49299	95734	80369	63022	77924
SERPINB8		5499	4481	5066	5786	4470	4395	4236	3011	4242	5190
SERPINB9		37099	15711	14931	12560	28231	25664	16125	12048	28039	48677
SERPINC1		24286	89943	67351	67105	70538	54209	33547	12276	108534	27396
SERPIND1		13897	36770	31577	51819	46167	43154	13984	8796	112704	9590
SERPINE2		660	3557	2529	2912	2509	4013	366	1104	2326	2100
SERPINF1		22375	77943	53005	83699	39683	36531	48149	23684	79292	108040
SERPINF2		11203	37993	22455	29941	20857	37261	11482	8511	54596	28860
SERPING1		49877	102466	88714	179351	97807	106510	64205	30872	249741	52333
SERPINH1		72653	43338	74751	56763	64647	103004	49650	32930	110276	75783
SERPINI1		0	0	472	0	3923	0	931	4021	0	0
SESTD1		574	0	727	728	883	223	392	747	0	1010
SET		56947	107635	57688	62334	61113	72912	39540	57687	77887	162769
SETD3		1013	268	1324	96	815	1265	1088	934	1298	395
SETD7		3695	7169	7368	5896	5347	5824	4514	3314	8110	8957
SETMAR		779	1755	1427	0	2797	1273	1269	1137	553	1211
SEZ6L2		0	84	0	0	0	0	683	3120	0	0
SF1		10044	10513	15979	5371	12912	10283	15468	11168	17298	18849
SF3A1		8387	6738	6904	2516	7590	5918	7098	7722	7561	6567
SF3A2		2499	6124	15652	0	11403	5895	15030	12951	19541	12530
SF3A3		5294	6037	7774	2820	9080	5798	6485	8241	7995	9566
SF3B1		11202	10530	8183	3468	6953	7253	6612	8225	7802	12118
SF3B2		9322	5419	6699	4414	5375	8455	6180	6480	4997	7190
SF3B3		9129	4586	8232	4902	8184	8264	9120	8179	7595	5034
SF3B4		60712	79437	26063	2648	9670	53229	27337	9125	36913	23009
SF3B5		19276	16224	22539	0	14607	13011	10110	15677	7305	15158
SF3B6		11208	7176	11142	6863	8346	8241	5930	12379	9216	10279
SFN		22845	41470	20032	37086	90184	83500	26497	26211	26925	10673
SFPQ		32738	35809	43883	11942	21289	24564	22625	35174	29395	55233
SFRP1		1730	10007	9282	4152	13222	1429	0	103	22115	0
SFRP2		4615	14932	17656	4086	12447	5584	15725	2726	12373	10305
SFRP4		1111	5062	10065	5585	15992	16587	2456	786	17557	1492
SFSWAP		169	0	0	0	0	209	79	144	0	0
SFT2D3		749	0	0	0	0	980	2508	2044	0	796
SFXN1		19838	19543	12139	9905	11451	12127	11824	22675	10422	24715
SFXN2		1676	6058	4550	0	2315	1543	5603	12850	0	2026
SFXN3		34091	27141	27878	24015	29736	33128	34729	25116	43055	24155
SFXN4		1983	1544	923	1871	882	1368	1475	1976	0	1576
SFXN5		202	853	2293	0	0	4210	9862	6762	0	1486
SGCB		0	0	905	0	1336	1656	0	295	0	1183
SGCD		1808	5198	9918	6502	6167	4396	2773	2632	5825	9705
SGCE		0	2060	1327	2475	1791	0	482	132	1122	5589
SGK3		147	208	385	0	708	0	2441	7567	0	5874
SGPL1		5169	2635	2875	1042	1870	4009	3850	4097	2672	3571
SGSH		7030	7136	9914	2930	10838	6630	5481	7726	14948	3978
SGSM3		47	0	205	0	0	1005	363	406	0	0
SGTA		19960	19396	16756	14228	16091	19297	10895	23523	20040	12089
SH2B1		239	189	0	0	1257	0	220	1246	0	631
SH2D1A		3639	0	416	0	4878	2008	0	0	0	0
SH3BGRL		75996	152920	172398	71315	183067	152959	205006	124916	275936	133243
SH3BGRL2		3437	8385	7410	5974	8778	3649	9121	2117	4321	10367
SH3BGRL3		99838	66759	140114	49631	210934	150155	91130	52804	78753	50509
SH3BP1		5769	2795	3084	1590	4172	4724	3656	2421	3644	2711
SH3BP4		697	1253	622	94	862	1511	1486	629	0	1226
SH3D19		691	1198	1422	581	1851	1420	316	773	1061	1518
SH3GL1		15058	13579	14072	13003	16071	17414	18713	12530	29055	18312
SH3GLB1		8055	7939	8707	6518	6315	7011	14726	10308	9560	12113
SH3GLB2		6879	11741	8346	2021	10650	8561	13593	14025	8040	13684
SH3KBP1		2804	1824	1733	2469	3002	1771	905	836	1637	1989
SH3PXD2A		70	0	86	0	0	113	177	0	0	0
SH3PXD2B		1894	3993	2797	1743	6059	4226	1714	1390	4448	4726
SHANK2		0	0	0	0	0	108	49	37	0	0
SHARPIN		0	0	5315	0	0	0	3692	3456	0	2461
SHBG		956	2786	4673	9869	5926	4457	2547	2153	5801	1461
SHC1		4278	3027	3107	898	2632	2088	2926	2050	2911	2522
SHFL		6112	1289	3613	0	4339	3089	3421	1478	4297	7911
SHMT1		8136	6783	10389	6747	8211	6299	15600	16736	7690	4763
SHMT2		29643	13421	11778	14124	14127	16301	15710	14895	18538	31452
SHOC2		1146	1042	994	440	1161	874	893	1522	263	1358
SHPK		3790	7298	9321	4864	11325	8250	33247	12725	5987	4910
SHROOM1		68	0	717	0	0	0	0	135	0	1253
SHROOM3		0	0	0	0	0	0	219	146	0	0
SHTN1		3575	2332	5065	2293	4938	5059	3766	6695	4483	2994
SIAE		2418	6198	5836	1550	3822	2088	10917	7987	3774	6090
SIDT2		311	203	479	500	439	114	950	638	0	603
SIGIRR		1895	1642	2660	0	1107	3849	5318	5544	712	1206
SIGLEC1		2390	383	557	1039	197	740	753	18	2112	1467
SIGLEC7		1522	0	0	0	0	269	819	697	0	1383
SIGMAR1		4968	8599	5496	7955	6223	7560	4134	8517	2456	8589
SIK3		1199	944	1454	0	1208	0	2970	2646	1428	1261
SIL1		1263	713	2572	1193	1719	2289	1355	1584	1209	1527
SIN3A		1350	1508	1308	721	1544	1099	1038	1065	1755	1008
SIN3B		23	0	42	0	0	0	155	102	0	322
SIPA1		2821	1384	4634	5100	25377	3787	4175	960	1411	4630
SIPA1L1		0	0	60	0	0	0	158	61	0	31
SIPA1L3		20	0	80	0	148	0	257	148	0	242
SIRPA		1411	1438	109	2881	1213	1431	0	1190	2589	1341
SIRT2		3926	1337	2765	3294	3088	3610	2360	2213	2625	1023
SIRT3		1090	2291	2338	1241	2140	1958	5473	3311	0	2369
SIRT5		4912	2008	1278	1730	1506	3194	7946	4927	0	4754
SKAP1		1618	0	0	0	1370	615	0	0	681	0
SKAP2		4348	0	102	450	1583	1787	814	952	0	0
SKIC2		1616	1377	2190	1531	2106	1402	1570	1785	1858	1639
SKIC3		1028	1034	1244	583	1326	676	915	1496	1040	1777
SKIC8		26795	22339	25685	3219	3482	3853	28351	19118	4127	4621
SKP1		72203	68414	91157	60827	87411	66940	92636	106034	60804	79579
SLAIN2		511	750	1570	453	945	658	758	928	765	7949
SLC11A2		0	0	2003	905	0	1218	9043	1454	0	1774
SLC12A2		2069	2247	2062	480	1258	3715	4214	766	1413	1416
SLC12A7		1319	0	175	0	0	945	380	309	0	1257
SLC12A9		1474	0	526	184	156	1328	288	555	0	303
SLC15A4		3188	0	0	0	0	0	0	1000	7595	0
SLC16A3		829	0	0	0	0	0	539	651	0	5614
SLC16A7		1148	0	591	177	574	497	0	0	0	0
SLC17A5		0	1915	1886	0	0	731	2506	1772	0	1024
SLC1A4		1685	1762	3025	0	1540	2565	1731	5780	909	1934
SLC1A5		4506	2186	3112	3046	2122	7481	5426	4047	951	4325
SLC22A18		17587	1838	4787	1330	970	47378	5047	10787	3202	4744
SLC25A1		22586	21047	16935	14457	16233	28332	38775	18390	20366	18518
SLC25A10		5840	6556	6702	11750	4068	2786	11865	19815	8016	15048
SLC25A11		46588	15722	39945	50239	34041	30754	73854	63307	37822	46298
SLC25A12		5873	6818	6270	5513	6115	5536	5774	5213	5454	3224
SLC25A13		6297	5135	4736	5586	4027	5983	6777	6151	2760	8930
SLC25A15		741	0	0	0	0	2192	5222	2758	0	1459
SLC25A18		0	0	0	0	0	378	0	0	0	0
SLC25A20		20186	21265	10471	28271	19574	9578	12997	7936	16254	11051
SLC25A21		0	0	0	0	0	0	9676	1301	0	0
SLC25A22		7228	4320	5736	3343	3849	13355	10804	8252	3392	7408
SLC25A24		35311	48384	40556	25426	34927	22260	35445	60909	27178	50613
SLC25A29		0	0	0	0	0	0	4644	1059	0	2187
SLC25A3		201092	100214	146226	156287	121744	155569	206346	200081	136069	169309
SLC25A35		471	1018	1683	1620	1325	476	2405	3448	0	952
SLC25A4		5768	11478	11109	8708	9316	11288	19130	10633	6400	12965
SLC25A40		1972	819	746	945	1384	1164	1772	2228	0	916
SLC25A42		0	0	0	0	705	0	1406	376	0	0
SLC25A5		98733	37772	41050	48565	43342	61533	58473	65753	75555	41982
SLC25A6		40281	38062	34054	47357	28438	41879	37018	42568	33634	57586
SLC27A1		1436	2171	3309	2079	3391	2813	3170	4458	1761	2018
SLC27A2		0	0	124	0	0	183	3764	1721	0	222
SLC27A3		2858	3827	3837	2885	3027	5803	2227	2417	4466	2934
SLC27A4		649	0	834	624	387	1481	1392	803	617	3276
SLC29A1		1622	1653	1630	5005	3655	214	1861	1955	0	3198
SLC29A3		1024	0	920	0	877	1072	9385	2551	0	3290
SLC2A1		13538	6644	6968	32040	5384	9136	13271	11894	9969	3207
SLC2A10		307	0	424	0	167	594	973	1845	0	201
SLC30A1		5074	2862	5461	2520	0	1457	3414	2969	4221	2276
SLC30A7		6989	7459	6428	2649	3872	7385	6405	4269	5013	10368
SLC30A9		952	640	1577	759	1549	1410	3179	1369	1427	820
SLC33A1		639	132	0	0	0	1388	2107	488	0	309
SLC35B2		9497	2207	10510	1965	6160	14365	28021	9175	11125	13104
SLC35E1		10245	10737	9261	807	8481	10518	8634	12384	0	11030
SLC35E2B		0	0	715	0	0	256	1971	1083	0	91
SLC38A10		0	0	0	236	0	307	0	295	0	292
SLC38A7		0	0	0	0	0	0	2166	2150	0	1210
SLC39A11		10459	4612	13344	4469	7360	14420	8322	8343	8761	14906
SLC39A14		228	0	817	0	624	172	448	1492	0	2901
SLC39A6		0	0	0	0	0	0	1540	234	0	170
SLC39A7		0	0	0	0	0	0	266	528	0	0
SLC3A2		14968	4564	6400	9937	9676	9693	10852	16376	5214	6174
SLC43A3		979	0	0	657	0	243	0	290	0	0
SLC44A1		1608	1905	2805	2414	3002	2581	3542	5777	2583	3806
SLC44A2		2375	3656	5648	14736	10402	6503	11640	5758	8921	3402
SLC4A1		3341	15667	6757	36541	5669	15768	2320	2919	16507	888
SLC4A1AP		1071	242	590	538	685	811	681	613	363	629
SLC4A2		207	0	0	0	125	327	126	190	0	72
SLC4A7		280	135	327	0	92	36	93	262	316	534
SLC5A6		5242	1791	2229	3170	0	4375	4313	950	0	0
SLC5A8		0	0	0	0	0	0	0	900	0	0
SLC6A9		0	0	0	0	0	590	634	947	0	0
SLC7A1		225	0	0	0	0	511	0	339	0	0
SLC7A2		0	0	0	0	0	0	385	576	0	0
SLC7A6OS		1566	0	484	0	0	1107	5248	1012	0	1557
SLC9A1		598	56	216	0	126	661	1356	311	0	267
SLFN11		699	0	176	0	925	699	405	185	0	290
SLFN5		6210	3000	2661	2533	4019	3827	1496	2239	4502	1835
SLIRP		37849	38377	38516	44751	32636	27823	56969	37168	20761	55787
SLK		1173	598	1038	1072	786	1051	937	1734	461	1012
SLMAP		348	0	957	180	1132	460	236	1742	0	263
SLTM		889	0	351	735	0	1308	144	782	0	582
SMAD1		911	0	2153	0	1532	1759	1559	729	2138	758
SMAD2		3329	3712	6512	540	6928	3372	896	9235	2524	7705
SMAD4		4736	3696	4876	3135	5240	3906	888	3873	4164	4082
SMAP		0	0	132	0	0	0	1078	0	0	1736
SMAP1		5794	3418	3866	3875	3632	3934	3652	3427	5458	3234
SMAP2		8727	7765	6371	4601	8304	9312	5971	6928	6530	6261
SMARCA1		0	0	205	0	219	0	684	0	533	450
SMARCA2		391	52	139	0	63	241	795	608	0	633
SMARCA4		697	0	123	270	0	141	235	324	0	518
SMARCA5		2423	2520	2561	778	1955	3036	2771	3744	2548	4111
SMARCAD1		0	0	0	0	0	0	0	69	0	42
SMARCAL1		159	0	112	0	0	47	130	241	0	91
SMARCB1		17627	11762	9333	3647	12871	11447	12236	10423	14012	6437
SMARCC1		2172	241	1274	212	1321	1042	3159	1596	874	1246
SMARCC2		1294	773	2072	830	1618	1675	2374	1828	1021	868
SMARCD1		426	0	131	0	398	0	0	220	0	261
SMARCD2		4467	4502	3827	2433	3660	5249	3859	6139	4996	1986
SMARCE1		2868	1672	1902	1847	2446	2652	3273	1981	2843	1207
SMC1A		1823	0	736	1146	760	1045	1067	1298	509	860
SMC2		482	0	365	141	0	228	839	529	0	54
SMC3		1427	404	779	648	502	560	2201	771	372	2475
SMC4		584	0	0	0	0	231	90	83	0	200
SMCHD1		1532	444	763	286	576	1724	411	779	841	586
SMCO3		0	0	0	0	0	0	0	3868	0	0
SMG1		215	34	118	128	76	120	123	72	0	121
SMG5		0	0	0	0	0	0	0	154	0	0
SMG6		601	448	1353	877	865	905	502	0	3602	0
SMG8		1277	402	823	0	422	460	1670	581	196	620
SMG9		5846	2561	4234	3079	3823	2509	774	4355	6141	1480
SMIM1		0	0	1398	0	0	3689	0	11211	0	12629
SMIM20		33767	25228	36624	28211	58789	45479	47731	42123	63551	61255
SMOC2		0	349	237	0	0	0	770	924	0	922
SMPD1		196	208	1268	0	254	341	881	940	0	903
SMPD3		0	0	0	0	0	0	0	0	0	0
SMPD4		1684	988	1709	611	2120	1375	1640	1771	1876	1854
SMPDL3B		599	372	756	596	0	336	198	1273	879	0
SMS		11503	14053	13428	2196	15856	9202	10156	15777	12849	21140
SMTN		459	617	829	54	237	265	102	161	2506	872
SMU1		4522	4135	4741	4884	6537	4944	3509	4795	3703	4504
SMUG1		0	0	3676	0	1762	0	777	650	0	1836
SMYD3		543	855	1078	0	761	232	1150	496	519	693
SMYD5		2376	2256	2894	2308	2486	3388	3995	2805	2352	2584
SNAP23		8565	5113	8691	3974	7615	6608	7998	6660	4282	6288
SNAP29		5169	6519	6685	3653	6445	5021	5713	5089	6864	10293
SNAPIN		10599	14969	24121	12252	13914	12015	21463	7599	71231	6173
SNCA		585	2729	2326	4550	360	1705	908	731	1001	0
SNCG		7254	13908	9754	29790	6882	2021	0	11168	10667	9649
SND1		31171	20252	24604	22345	20974	29105	22282	28405	23634	29230
SNF8		3036	5031	4050	3413	4968	3746	3495	3520	5571	2819
SNRNP200		2579	2281	2151	1503	1295	2192	1953	3077	1579	3441
SNRNP40		7784	9788	6580	8008	7075	7054	4253	9306	8832	15987
SNRNP70		3477	1024	497	3695	777	2483	514	2247	0	6420
SNRPA		6444	7888	12007	2558	12100	6808	10675	12384	5759	15516
SNRPA1		23631	25162	19439	11733	20378	18268	26655	23399	26399	25582
SNRPB2		5502	3344	3667	3054	4122	2553	6898	13484	8051	34593
SNRPC		9008	16317	11063	8490	17518	9348	15761	15852	16692	28366
SNRPD1		84303	67065	81074	40194	61855	65094	67472	64388	84845	64211
SNRPD2		128321	109128	143232	67007	133547	119937	135885	66633	114966	58619
SNRPD3		234234	264188	254100	150062	200981	206995	271615	224554	277524	333014
SNRPE		78522	100244	128580	26399	83072	86648	145679	105168	137316	114324
SNRPF		75519	93999	129146	43199	92083	64331	103743	101218	57183	125243
SNTA1		0	0	0	1703	0	0	3951	370	0	0
SNTB1		4181	1635	4533	3199	3610	3275	2218	1115	7322	6323
SNTB2		16107	18425	44791	34043	60586	25727	55856	9118	254226	11793
SNU13		79100	108515	108009	42877	70369	60322	59229	87095	81204	88127
SNW1		1296	3196	1865	653	1680	1380	4319	4230	2002	4781
SNX1		11777	16666	15599	12626	12715	11132	8881	14878	15225	16785
SNX12		23708	35626	35971	21211	32209	22243	29053	24153	30479	37869
SNX14		30	0	53	0	0	116	107	131	0	0
SNX15		1771	1280	2445	1024	2160	1484	1879	3969	1477	2785
SNX17		1814	1790	2175	1555	3060	2950	2732	1747	2108	2554
SNX18		4298	4807	4588	2073	4721	2883	1970	2229	3202	8863
SNX2		14083	17577	10191	11008	11234	10825	8660	12929	8325	37978
SNX21		0	0	0	0	292	0	378	914	0	511
